Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Histogram,SMA_20,SMA_50,EMA_12,ATR,Stochastic,Stochastic_Signal,Returns,Range,Body,Upper_Shadow,Lower_Shadow
2021-01-21 00:00:00+00:00,35549.3984375,35552.6796875,30250.75,30825.69921875,75643067688,43.86112905881789,1841.3757307748674,2862.990357879098,-1021.6146271042307,36016.95283203125,27863.7273828125,35220.75994191398,3166.8272184103084,4.915781419443699,32.401740509569684,-0.1328368400602007,5301.9296875,-4723.69921875,3.28125,574.94921875
2021-01-22 00:00:00+00:00,30817.625,33811.8515625,28953.373046875,33005.76171875,77207272511,49.531425841092094,1528.2825135419916,2596.048789011677,-1067.7662754696853,36060.8775390625,28134.9346484375,34879.99098450413,3287.6594539256434,32.46331528010408,27.077842788189283,0.07072224005462169,4858.478515625,2188.13671875,806.08984375,1864.251953125
2021-01-23 00:00:00+00:00,32985.7578125,33360.9765625,31493.16015625,32067.642578125,48354737975,47.316649688321604,1190.7295200072112,2314.984935210784,-1124.2554152035727,36025.15849609375,28402.2921875,34447.32199890734,3186.2420933773833,24.980467682101754,20.78652146054984,-0.02842289017956734,1867.81640625,-918.115234375,375.21875,574.482421875
2021-01-24 00:00:00+00:00,32064.376953125,32944.0078125,31106.685546875,32289.37890625,48643830599,47.90953512098417,930.3837248089403,2038.0646931304154,-1107.6809683214751,36041.03173828125,28664.99515625,34115.330753883136,3089.890677109356,30.29143559131732,29.24507285117438,0.006914643868341619,1837.322265625,225.001953125,654.62890625,957.69140625
2021-01-25 00:00:00+00:00,32285.798828125,34802.7421875,32087.787109375,32366.392578125,59897054838,48.12788202452257,721.9499761871193,1774.8417497417563,-1052.891773554637,35959.7298828125,28925.4205859375,33846.26334222804,3063.109562896188,30.99073132987141,28.754211534430155,0.0023851084933719235,2714.955078125,80.59375,2436.349609375,198.01171875
2021-01-26 00:00:00+00:00,32358.61328125,32794.55078125,31030.265625,32569.849609375,60255421470,48.739195234269886,566.650022053931,1533.2034042041912,-966.5533821502602,35747.00419921875,29192.9849609375,33649.89199871219,2970.336390992889,32.838151813378786,31.373439578189164,0.006286058316783416,1764.28515625,211.236328125,224.701171875,1328.34765625
2021-01-27 00:00:00+00:00,32564.029296875,32564.029296875,29367.138671875,30432.546875,62576762015,43.00553241403403,268.0216344831497,1280.167050259983,-1012.1454157768333,35300.07939453125,29435.2130078125,33154.91582583339,2986.934572886254,13.431121116617332,25.753334753289167,-0.06562212475675022,3196.890625,-2131.482421875,0.0,1065.408203125
2021-01-28 00:00:00+00:00,30441.041015625,33858.3125,30023.20703125,33466.09765625,76517157706,51.69199256456925,272.99180187661113,1078.7320005833087,-805.7401987066976,34933.50380859375,29733.456640625,33202.789953589796,3047.518208305093,42.47534910723297,29.581540679076358,0.09968113394222766,3835.10546875,3025.056640625,392.21484375,417.833984375
2021-01-29 00:00:00+00:00,34318.671875,38406.26171875,32064.814453125,34316.38671875,117894572511,53.81668111138339,341.60411690707406,931.3064238480619,-589.7023069409878,34636.59580078125,30054.48453125,33374.11253284521,3282.798855256515,56.73412496469437,37.54686506284822,0.02540747568580648,6341.447265625,-2.28515625,4087.58984375,2251.572265625
2021-01-30 00:00:00+00:00,34295.93359375,34834.70703125,32940.1875,34269.5234375,65141828798,53.6765574131896,387.7288983621984,822.5909187508893,-434.8620203886909,34432.24990234375,30378.6969140625,33511.86805663825,3183.6360463989067,56.238368769136585,51.81594761368797,-0.0013656239986477026,1894.51953125,-26.41015625,538.7734375,1329.3359375
2021-01-31 00:00:00+00:00,34270.87890625,34288.33203125,32270.17578125,33114.359375,52754542671,50.20639816872664,327.2981449625222,723.5323639932159,-396.2342190306937,34309.63505859375,30664.9109765625,33450.712874847755,3100.387489513271,44.01814590819316,52.33021321400803,-0.03370820328466961,2018.15625,-1156.51953125,17.453125,844.18359375
2021-02-01 00:00:00+00:00,33114.578125,34638.21484375,32384.228515625,33537.17578125,61400400660,51.4437764735716,309.9511637951073,640.8161239535941,-330.86496015848684,34290.34580078125,30952.8068359375,33464.0148604481,3039.9302636998227,48.49102632524491,49.582513667524886,0.012768370405776608,2253.986328125,422.59765625,1101.0390625,730.349609375
2021-02-02 00:00:00+00:00,33533.19921875,35896.8828125,33489.21875,35510.2890625,63088585433,56.834539114589944,450.22736721043475,602.6983726049623,-152.47100539452754,34200.04228515625,31278.0797265625,33778.82627614839,2994.7683921855496,69.36415145915838,53.95777456419881,0.05883361479570781,2407.6640625,1977.08984375,386.59375,43.98046875
2021-02-03 00:00:00+00:00,35510.8203125,37480.1875,35443.984375,37472.08984375,61166818159,61.4206804817741,711.4965077955494,624.4579996430798,87.0385081524696,34114.28037109375,31639.18,34347.02067116403,2926.299444529439,90.11760417977392,69.32426065472572,0.055245981743407446,2036.203125,1961.26953125,8.09765625,66.8359375
2021-02-04 00:00:00+00:00,37475.10546875,38592.17578125,36317.5,36926.06640625,68838074392,59.525057590277996,864.5289048887862,672.4721806922211,192.05672419656514,34119.31533203125,31951.489375,34743.796938100335,2879.754897152336,82.71456091680214,80.73210551857814,-0.014571470120209207,2274.67578125,-549.0390625,1117.0703125,608.56640625
2021-02-05 00:00:00+00:00,36931.546875,38225.90625,36658.76171875,38144.30859375,58598066402,62.31929542819438,1071.7556138092477,752.3288673156264,319.4267464936213,34217.62373046875,32258.2723046875,35266.95257743105,2785.997013873598,95.14509066803805,89.32575192153803,0.032991388091470286,1567.14453125,1212.76171875,81.59765625,272.78515625
2021-02-06 00:00:00+00:00,38138.38671875,40846.546875,38138.38671875,39266.01171875,71326033653,64.73347086767664,1311.3795739171983,864.1390086359409,447.24056528125743,34391.36044921875,32580.8333203125,35882.192445326276,2780.437238329055,86.23156239169423,88.0304046588448,0.029406828078771152,2708.16015625,1127.625,1580.53515625,0.0
2021-02-07 00:00:00+00:00,39250.19140625,39621.8359375,37446.15234375,38903.44140625,65500641143,63.32126379860126,1455.251659341753,982.3615387771033,472.8901205646498,34505.02880859375,32881.5055078125,36346.99997777608,2737.240549430551,83.07312158983044,88.14992488318757,-0.009233693380855112,2175.68359375,-346.75,371.64453125,1457.2890625
2021-02-08 00:00:00+00:00,38886.828125,46203.9296875,38076.32421875,46196.46484375,101467222687,75.09208778731266,2133.1675371320234,1212.5227384480875,920.644798683936,35011.36181640625,33335.88890625,37862.30226484899,3122.2666150962255,99.95566350058587,89.7534491607035,0.18746473766529936,8127.60546875,7309.63671875,7.46484375,810.50390625
2021-02-09 00:00:00+00:00,46184.9921875,48003.72265625,45166.9609375,46481.10546875,91809846886,75.42358884988462,2662.6949836955464,1502.5571874975794,1160.137796197967,35558.02958984375,33809.449375,39188.271988526074,3101.8734082143524,91.82995559284593,91.61958022775407,0.006161523959955284,2836.76171875,296.11328125,1522.6171875,1018.03125
2021-02-10 00:00:00+00:00,46469.76171875,47145.56640625,43881.15234375,44918.18359375,87301089896,69.92084455123509,2922.5452838955025,1786.5548067771642,1135.9904771183383,36262.65380859375,34232.1524609375,40069.79685086822,3113.4834549490415,82.83954071812109,91.54171993718428,-0.03362488605290981,3264.4140625,-1551.578125,675.8046875,1037.03125
2021-02-11 00:00:00+00:00,44898.7109375,48463.46875,44187.76171875,47909.33203125,81388911810,73.85259631568026,3331.4364738368386,2095.5311401890995,1235.905333647739,37007.83232421875,34725.5121875,41275.87918631157,3196.4994246848246,96.62084029141587,90.43011220079428,0.0665910372634968,4275.70703125,3010.62109375,554.13671875,710.94921875
2021-02-12 00:00:00+00:00,47877.03515625,48745.734375,46424.9765625,47504.8515625,76555041196,72.47303448065594,3581.5614829921615,2392.737208749712,1188.8242742424495,37779.6927734375,35200.890234375,42234.1826288021,3133.9464523859087,92.46834148026564,90.64290749660086,-0.008442623839676311,2320.7578125,-372.18359375,868.69921875,1079.875
2021-02-13 00:00:00+00:00,47491.203125,48047.74609375,46392.28125,47105.515625,70250456155,71.0616790722757,3704.8569967692165,2655.161166353613,1049.6958304156033,38520.499609375,35649.7047265625,42983.618474371004,3028.3406231976296,90.04453329659962,93.04457168942703,-0.008406213773231364,1655.46484375,-385.6875,556.54296875,713.234375
2021-02-14 00:00:00+00:00,47114.5078125,49487.640625,47114.5078125,48717.2890625,71248675228,73.32004983216353,3887.8099726997316,2901.690927622837,986.1190450768945,39338.04443359375,36095.309765625,43865.72164177546,2982.1823643977987,95.49591884020766,92.66959787235764,0.03421623595697554,2373.1328125,1602.78125,770.3515625,0.0
2021-02-15 00:00:00+00:00,48696.53515625,48875.5703125,46347.4765625,47945.05859375,77069903166,70.48195139053468,3925.2412415461586,3106.4009904075015,818.8402511386571,40106.8048828125,36528.7650390625,44493.311942079235,2949.7474633693846,90.35791127835851,91.96612113838859,-0.01585126109458379,2528.09375,-751.4765625,179.03515625,1597.58203125
2021-02-16 00:00:00+00:00,47944.45703125,50341.1015625,47201.3046875,49199.87109375,77049582886,72.35455104007849,4009.934643160348,3287.107720958071,722.8269222022773,41045.17109375,36971.0662890625,45217.3979654132,2963.322421343,92.33925292802562,92.73102768219725,0.026171883752032166,3139.796875,1255.4140625,1141.23046875,743.15234375
2021-02-17 00:00:00+00:00,49207.27734375,52533.9140625,49072.37890625,52149.0078125,80820545404,76.17937309229724,4265.851381041437,3482.856452974744,782.9949280666929,41979.3166015625,37466.7976953125,46283.79948034963,2998.9090452649284,97.62644041699647,93.44120154112686,0.05994196027730325,3461.53515625,2941.73046875,384.90625,134.8984375
2021-02-18 00:00:00+00:00,52140.97265625,52474.10546875,51015.765625,51679.796875,52054723579,74.4153351043469,4380.312324469167,3662.347627273629,717.9646971955381,42847.487109375,37923.5745703125,47113.95292568046,2888.8683880138624,94.61978588296027,94.86182640932743,-0.008997504596578998,1458.33984375,-461.17578125,333.1328125,664.03125
2021-02-19 00:00:00+00:00,51675.98046875,56113.65234375,50937.27734375,55888.1328125,63495496918,79.09176887602656,4755.779322744798,3881.0339663678633,874.745356376935,43928.417578125,38461.3028125,48463.82675442193,3052.2617174414436,98.79191358644704,97.01271329546792,0.08143096900475189,5176.375,4212.15234375,225.51953125,738.703125
2021-02-20 00:00:00+00:00,55887.3359375,57505.2265625,54626.55859375,56099.51953125,68145460026,79.29647523109098,5012.614466220068,4107.350066338304,905.2643998817639,45077.6755859375,38995.81015625,49638.54872008778,3039.8621639634835,92.99216396569274,95.46795447836666,0.0037823185014820293,2878.66796875,212.18359375,1405.70703125,1260.77734375
2021-02-21 00:00:00+00:00,56068.56640625,58330.5703125,55672.609375,57539.9453125,51897585191,80.68426339637223,5271.6205302252565,4340.204159115694,931.4163711095625,46277.8140625,39504.0637109375,50854.14819584351,3012.583504930378,96.09649751296362,95.96019168836779,0.025676258785917394,2657.9609375,1471.37890625,790.625,395.95703125
2021-02-22 00:00:00+00:00,57532.73828125,57533.390625,48967.56640625,54207.3203125,92052420332,69.13721431956185,5148.619634158378,4501.887254124231,646.7323800341474,47212.665625,39932.5696484375,51370.02082917528,3409.711747881779,71.46424853293453,86.85097000386362,-0.05791845963531039,8565.82421875,-3325.41796875,0.65234375,5239.75390625
2021-02-23 00:00:00+00:00,54204.9296875,54204.9296875,45290.58984375,48824.42578125,106102492824,55.35667345033065,4564.172990767984,4514.344401452981,49.82858931500232,47780.282421875,40269.6198828125,50978.39082180215,3803.0702279437946,34.21088273722098,67.25720959437304,-0.09930198541853996,8914.33984375,-5380.50390625,0.0,3533.8359375
2021-02-24 00:00:00+00:00,48835.0859375,51290.13671875,47213.5,49705.33203125,63695521388,56.871683104906715,4124.531555168476,4436.381832196081,-311.85027702760453,48419.245703125,40583.8779296875,50782.535623255666,3822.610691572809,39.01325734506743,48.22946287174097,0.018042326886684945,4076.63671875,870.24609375,1584.8046875,1621.5859375
2021-02-25 00:00:00+00:00,49709.08203125,51948.96875,47093.8515625,47093.8515625,54506565949,51.31235191199891,3524.7567000814743,4254.05680577316,-729.3001056916855,48866.7228515625,40789.2676953125,50215.0457677548,3896.3611555676084,13.82871487477664,29.017618319021675,-0.052539242009451814,4855.1171875,-2615.23046875,2239.88671875,0.0
2021-02-26 00:00:00+00:00,47180.46484375,48370.78515625,44454.84375,46339.76171875,350967941479,49.798566551312184,2954.5241428898735,3994.150273196503,-1039.6261303066294,49220.4103515625,40928.6420703125,49618.84822175406,3897.759744902065,13.584283030224206,22.142085083356083,-0.016012490351298148,3915.94140625,-840.703125,1190.3203125,1884.91796875
2021-02-27 00:00:00+00:00,46344.7734375,48253.26953125,45269.02734375,46188.453125,45910946382,49.483120824408985,2462.020751367796,3687.7243688307617,-1225.7036174629657,49584.6609375,41036.4589453125,49091.095129945745,3832.5084908019176,12.493827744380503,13.302275216460439,-0.003265200081699504,2984.2421875,-156.3203125,1908.49609375,919.42578125
2021-02-28 00:00:00+00:00,46194.015625,46716.4296875,43241.6171875,45137.76953125,53443887451,47.24513200296377,1964.2838388349046,3343.0362628315906,-1378.752423996686,49531.726171875,41134.1233984375,48482.89119168486,3806.958777173209,12.566493699343374,12.881534824649352,-0.022747754528746222,3474.8125,-1056.24609375,522.4140625,1896.15234375
2021-03-01 00:00:00+00:00,45159.50390625,49784.015625,45115.09375,49631.2421875,53891300112,56.33970533323536,1910.3876794990574,3056.5065461650843,-1146.1188666660269,49689.2330078125,41359.6194140625,48659.56057565642,3868.5275698751225,42.34637716127175,22.46889953499853,0.09955017057586457,4668.921875,4471.73828125,152.7734375,44.41015625
2021-03-02 00:00:00+00:00,49612.10546875,50127.51171875,47228.84375,48378.98828125,47530897720,53.5681629966903,1746.4956455664214,2794.504366045352,-1048.0087204789306,49862.2732421875,41615.8660546875,48616.3956072862,3799.2518840804705,34.04723343754174,29.653368099385613,-0.025231161886280384,2898.66796875,-1233.1171875,515.40625,1150.14453125
2021-03-03 00:00:00+00:00,48415.81640625,52535.13671875,48274.3203125,50538.2421875,53220811975,57.454632198282184,1770.4352964532009,2589.6905521269223,-819.2552556737214,49993.71875,41948.1716796875,48912.064311934475,3832.2207785211513,48.35739722665485,41.583669275156105,0.04463205996986197,4260.81640625,2122.42578125,1996.89453125,141.49609375
2021-03-04 00:00:00+00:00,50522.3046875,51735.08984375,47656.9296875,48561.16796875,52343816680,53.07410868279553,1611.3002100801314,2394.0124837175645,-782.7122736374331,50046.5345703125,42173.0678515625,48858.08025913686,3849.7878769303547,35.25460472427573,39.21974512949076,-0.039120359814156846,4078.16015625,-1961.13671875,1212.78515625,904.23828125
2021-03-05 00:00:00+00:00,48527.03125,49396.4296875,46542.515625,48927.3046875,48625928883,53.77696160143798,1497.4668155846448,2214.7033500909806,-717.2365345063358,50137.6240234375,42367.8673828125,48868.73017119273,3778.6540330424723,37.68112640352576,40.43104278481877,0.007539701660092213,2853.9140625,400.2734375,469.125,1984.515625
2021-03-06 00:00:00+00:00,48899.23046875,49147.21875,47257.52734375,48912.3828125,34363564661,53.74163290801005,1390.0256097481833,2049.767802022421,-659.7421922742378,50147.3787109375,42609.6076953125,48875.445962163074,3643.7281311287247,37.58223369124556,36.83932160634901,-0.0003049805235605385,1889.69140625,13.15234375,234.8359375,1641.703125
2021-03-07 00:00:00+00:00,48918.6796875,51384.3671875,48918.6796875,51206.69140625,43137459378,58.279897375548245,1473.0290473008354,1934.4200510781043,-461.3910037772689,50310.4603515625,42910.1787109375,49234.099107407215,3560.0321485481013,55.73188137625065,43.66508049034064,0.046906498146797926,2465.6875,2288.01171875,177.67578125,0.0
2021-03-08 00:00:00+00:00,51174.1171875,52314.0703125,49506.0546875,52246.5234375,48597428048,60.18635637726028,1604.2231385053237,1868.3806685635484,-264.15753005822467,50462.79296875,43239.2836328125,49697.54900434456,3506.3166825803796,82.13672874872444,58.48361460540688,0.020306565464276005,2808.015625,1072.40625,67.546875,1668.0625
2021-03-09 00:00:00+00:00,52272.96875,54824.1171875,51981.83203125,54824.1171875,50912227385,64.51509809092914,1894.3488009760185,1873.5742950460426,20.77450592997593,50596.5484375,43603.1644921875,50486.25180175309,3458.8858592710667,100.0,79.28953670832503,0.049335220420617,2842.28515625,2551.1484375,0.0,291.13671875
2021-03-10 00:00:00+00:00,54824.01171875,57258.25390625,53290.890625,56008.55078125,57295577614,66.32683296114588,2194.551942288097,1937.7698244944536,256.78211779364347,50812.9861328125,44001.9394140625,51335.836260137236,3495.2056751267046,91.08414414901489,91.07362429924643,0.021604243798385436,3967.36328125,1184.5390625,1249.703125,1533.12109375
2021-03-11 00:00:00+00:00,55963.1796875,58091.0625,54484.59375,57805.12109375,56772343595,68.91900671650224,2548.0608449709107,2059.8280285897454,488.2328163811653,50908.835546875,44447.0868359375,52331.11084992382,3503.1530376176547,98.07439671831176,96.38618028910888,0.032076714848716215,3606.46875,1841.94140625,285.94140625,1478.5859375
2021-03-12 00:00:00+00:00,57821.21875,57996.62109375,55376.6484375,57332.08984375,55689944702,67.44679005953847,2758.2540924292844,2199.513241357653,558.7408510716314,50970.4640625,44977.2146484375,53100.492233589386,3440.068724662822,94.88888210786493,94.68247432506386,-0.008183206626845796,2619.97265625,-489.12890625,175.40234375,1955.44140625
2021-03-13 00:00:00+00:00,57343.37109375,61683.86328125,56217.97265625,61243.0859375,60669829814,72.64900287190213,3203.4906089715514,2400.3087148804325,803.1818940911189,51155.62109375,45541.9611328125,54353.198957267945,3584.7702889726206,97.60995845349132,96.85774575988933,0.06821652767950437,5465.890625,3899.71484375,440.77734375,1125.3984375
2021-03-14 00:00:00+00:00,61221.1328125,61597.91796875,59302.31640625,59302.31640625,43901225564,66.93283733242694,3360.9964002485794,2592.446251954062,768.5501482945174,51410.3708984375,46086.654609375,55114.601641726724,3492.6868085102906,85.62629004822467,92.70837686986029,-0.031689610370558396,2295.6015625,-1918.81640625,376.78515625,0.0
2021-03-15 00:00:00+00:00,59267.4296875,60540.9921875,55393.1640625,55907.19921875,66419369890,58.29210823744069,3175.2608610753305,2709.009173778316,466.25168729701454,51764.5095703125,46559.011015625,55236.539730499535,3610.9111882595557,61.84841538781044,81.69488796317547,-0.05725100456855314,5147.828125,-3360.23046875,1273.5625,514.03515625
2021-03-16 00:00:00+00:00,55840.78515625,56833.1796875,53555.02734375,56804.90234375,59749798599,59.770923315590345,3065.1679003432946,2780.2409190913118,284.92698125198285,52119.4880859375,47047.7812109375,55477.826286384225,3587.142699366016,67.77723457471716,71.75064667025076,0.01605702194966918,3278.15234375,964.1171875,28.27734375,2285.7578125
2021-03-17 00:00:00+00:00,56825.828125,58969.81640625,54528.62890625,58870.89453125,60258313191,63.020572207753155,3108.790536945329,2845.9508426621155,262.8396942832137,52708.340234375,47573.802109375,55999.83678559434,3648.145899411301,81.42193935531972,70.34919643928244,0.036369962842253134,4441.1875,2045.06640625,98.921875,2297.19921875
2021-03-18 00:00:00+00:00,58893.078125,60116.25,54253.578125,57858.921875,55746041000,60.444955556056556,3026.812840486018,2882.1232422268963,144.6895982591218,53284.2982421875,48122.329609375,56285.84987627214,3806.326326239065,74.73843482702709,74.64586958568799,-0.017189693893861602,5862.671875,-1034.15625,1223.171875,3605.34375
2021-03-19 00:00:00+00:00,57850.44140625,59498.375,56643.703125,58346.65234375,49063873786,61.2665932797599,2966.998980761644,2899.0983899338457,67.90059082779817,53892.208203125,48619.940703125,56602.896409730274,3738.3510082934176,76.86723120854816,77.67586846363166,0.008429650137686817,2854.671875,496.2109375,1151.72265625,1206.73828125
2021-03-20 00:00:00+00:00,58332.26171875,60031.28515625,58213.296875,58313.64453125,50361731222,61.17398138267661,2883.691214102815,2896.0169547676396,-12.32574066482448,54551.001953125,49099.885859375,56866.08842842562,3601.1822420760304,73.59835269701799,75.06800624419775,-0.0005657190459794625,1817.98828125,-18.6171875,1699.0234375,100.34765625
2021-03-21 00:00:00+00:00,58309.9140625,58767.8984375,56005.6171875,57523.421875,51943414539,58.87929638325691,2722.5213136395905,2861.3178265420297,-138.7965129024392,54945.6109375,49564.963828125,56967.21665097552,3541.260742642028,65.83587782464197,72.1004872434027,-0.013551247955811196,2762.28125,-786.4921875,457.984375,1517.8046875
2021-03-22 00:00:00+00:00,57517.890625,58471.48046875,54288.15625,54529.14453125,56521454974,51.063173749685035,2326.362984559979,2754.3268581456196,-427.9638735856406,55253.11875,49993.25953125,56592.1286325562,3587.122419506883,26.255455526387838,55.22989534934925,-0.05205318540083803,4183.32421875,-2988.74609375,953.58984375,240.98828125
2021-03-23 00:00:00+00:00,54511.66015625,55985.44140625,53470.6953125,54738.9453125,56435023914,51.54850216669166,2006.2075128786892,2604.7029890922336,-598.4954762135444,55463.15390625,50417.294921875,56307.023506393714,3510.5241105242485,17.25318009253463,36.4481711478548,0.0038474981233158623,2514.74609375,227.28515625,1246.49609375,1040.96484375
2021-03-24 00:00:00+00:00,54710.48828125,57262.3828125,52514.33203125,52774.265625,70567223787,46.86159526608674,1575.7841054317687,2398.9192123601406,-823.1351069283719,55673.8087890625,50762.574453125,55763.5222938716,3598.9188727189453,2.8347533441254154,15.447796321015952,-0.035891807492523076,4748.05078125,-1936.22265625,2551.89453125,259.93359375
2021-03-25 00:00:00+00:00,52726.74609375,53392.38671875,50856.5703125,51704.16015625,67999812841,44.48890263395563,1135.235596615159,2146.1824892111445,-1010.9468925959854,55812.6515625,51047.215859375,55139.00504192982,3522.982982256878,7.828271075663462,9.305401504107827,-0.020277031922222966,2535.81640625,-1022.5859375,665.640625,847.58984375
2021-03-26 00:00:00+00:00,51683.01171875,55137.3125,51579.85546875,55137.3125,56652197978,52.753881104448475,1051.0090533501134,1927.1478020389384,-876.138748688825,56123.898046875,51411.44078125,55138.74465086369,3525.4454143278153,39.53658776810772,16.733204062632193,0.06639992475218648,3557.45703125,3454.30078125,0.0,103.15625
2021-03-27 00:00:00+00:00,55137.56640625,56568.21484375,54242.91015625,55973.51171875,47266542233,54.52967019493412,1039.7476360102737,1749.6677688332054,-709.9201328229317,56362.2390625,51768.02484375,55267.17035361544,3439.721076697257,47.637797136867064,31.667551993546073,0.015165759461888806,2325.3046875,835.9453125,594.703125,894.65625
2021-03-28 00:00:00+00:00,55974.94140625,56610.3125,55071.11328125,55950.74609375,47686580918,54.469644901362294,1017.259551074385,1603.1861252814415,-585.9265742070565,56547.4501953125,52101.71953125,55372.33585209768,3303.96951541531,52.60175410574005,46.592046336904936,-0.0004067213991215679,1539.19921875,-24.1953125,635.37109375,879.6328125
2021-03-29 00:00:00+00:00,55947.8984375,58342.09765625,55139.33984375,57750.19921875,57625587027,58.370405078896276,1131.5940979072402,1508.8677198066014,-377.27362189936116,56693.754296875,52478.6546875,55738.16098542881,3296.740108064216,74.44781179154585,58.22912101138431,0.03216137854506651,3202.7578125,1802.30078125,591.8984375,808.55859375
2021-03-30 00:00:00+00:00,57750.1328125,59447.22265625,57251.55078125,58917.69140625,54414116432,60.72165871765159,1301.4100672445784,1467.3761892941968,-165.96612204961843,56839.211328125,52733.07921875,56227.31951170899,3218.092377131058,87.05615491896572,71.3685736054172,0.020216245195582738,2195.671875,1167.55859375,529.53125,498.58203125
2021-03-31 00:00:00+00:00,58930.27734375,59930.02734375,57726.41796875,58918.83203125,65520826225,60.723992703476746,1419.7168729391415,1457.8443260231857,-38.12745308404419,56894.896875,52981.83375,56641.39836086915,3145.6293055502683,87.06847310964287,82.85747994005146,1.9359634988669328e-05,2203.609375,-11.4453125,999.75,1192.4140625
2021-04-01 00:00:00+00:00,58926.5625,59586.0703125,58505.27734375,59095.80859375,61669163792,61.1101276821483,1510.3460690196152,1468.3446746224715,42.00139439714371,56983.0828125,53265.38625,57018.99993515851,2998.1409957788205,89.80375326719538,87.97612709860131,0.0030037350775407035,1080.79296875,169.24609375,490.26171875,421.28515625
2021-04-02 00:00:00+00:00,59098.87890625,60267.1875,58869.28125,59384.3125,58727860620,61.76996538849716,1587.154485034007,1492.1066367047786,95.04784832922837,56890.144140625,53494.885859375,57382.894175903355,2883.8385139374764,90.61830927335232,89.16351188339684,0.004881969011259368,1397.90625,285.43359375,882.875,229.59765625
2021-04-03 00:00:00+00:00,59397.41015625,60110.26953125,57603.890625,57603.890625,59641344484,55.51057232134676,1487.216832509279,1491.1286758656786,-3.911843356399686,56805.2228515625,53696.866640625,57416.893629610524,2856.877113388371,71.6990201393207,84.04036089328946,-0.029981350293480258,2506.37890625,-1793.51953125,712.859375,0.0
